Class,WorkOrderType,Param_Temperature,Param_Time,Param_Quality,Param_Boil-time,Param_Amount,Param_StirTume,Param_Pressure,Param_Humidity,Param_PercentContamination,Param_OriginalGravity,Param_FinalGravity,Param_AlcoholbyVol,Param_PrimaryFerment,Param_SecondaryFerment,Material_Pale-2-row,Matarial_Black-Patent-Malt,Matarial_Chocolate_Malt,Matarial_Roasted_Barley,Material_Carapils,Material_Rolled-oats,Material_Torrified-Wheat,Material_Northern_Brewer_Hops,Material_Fuggle,Material_Irish_Moss,Material_Yeast Irish Ale yeast starter,Material_Grapes,Material_Barley,Material_Wheat,Material_magnesium stearate,Material_yellow color 5,Material_Essence 5,Material_Vanilla extract,Material_Blackberry extract,Material_Molasses,Material_Beer,Material_sugar,Material_Milk,Material_Yoghurt
1,1,58,83,100,100,64,53,11,94,95,37,99,64,55,10,1,54,74,,62,40,80,33,19,16,75,55,88,73,,46,,71,57,,69,,18,
1,1,28,18,25,41,26,7,39,40,,94,,87,65,33,61,,69,70,2,29,23,38,35,30,,46,71,43,,27,,62,17,24,1,,30,
0,3,5,12,90,2,68,29,23,6,6,12,27,48,4,80,52,89,69,,70,68,37,52,18,93,67,51,96,79,26,24,,1,10,,40,40,77,
0,4,30,43,,92,96,22,,83,27,86,60,55,97,72,27,,20,,9,,85,59,98,12,10,45,68,52,,60,,42,27,90,66,,9,
1,4,67,,59,25,10,44,32,54,,10,,67,27,80,9,,93,95,81,16,51,88,,9,73,74,81,98,,73,,45,22,15,7,,66,
0,4,61,16,,66,96,23,,77,24,72,4,46,33,42,47,,100,12,24,,6,38,,61,,57,,71,,75,64,25,4,1,29,,94,
0,2,43,15,,95,1,62,,71,3,55,24,66,60,81,52,,7,,72,,41,11,26,24,,49,53,85,,77,,71,86,,41,,75,73
0,4,,3,91,13,,5,80,6,73,26,92,51,,,45,,16,,99,97,33,33,55,91,,68,11,72,,43,12,55,55,27,71,,12,
0,2,31,31,88,27,76,84,16,82,,58,,61,12,23,38,,42,,57,89,46,36,69,72,,18,,84,,35,,84,41,30,73,,25,
1,3,40,19,84,85,20,39,91,69,75,70,56,96,78,6,100,,46,12,23,71,19,28,4,55,76,25,,22,,48,,72,83,,71,,80,17
1,2,37,11,67,16,98,9,71,13,21,99,44,1,83,24,6,,34,,83,2,17,59,19,64,66,49,,36,,35,,71,83,,51,,14,
0,3,65,5,67,41,54,2,86,88,82,87,77,74,91,91,69,,54,,45,90,44,3,45,83,67,82,9,26,,16,,22,58,60,81,,60,
0,1,78,89,69,16,14,18,17,41,94,4,38,75,68,37,16,,71,,55,83,75,31,41,83,,13,33,10,,86,76,8,47,51,64,,1,
0,2,96,49,1,7,17,99,7,58,24,40,54,9,42,62,80,,19,99,93,25,89,83,,53,40,82,93,41,,71,65,83,82,,26,,61,
0,1,71,15,11,90,26,65,78,4,42,22,17,2,91,39,93,,40,,33,100,16,5,82,44,95,8,82,97,,98,,14,23,58,91,,47,
0,3,23,9,5,55,78,45,78,1,,86,,33,80,6,12,55,36,82,37,23,65,55,,52,82,98,82,43,,91,,10,24,84,68,,2,
1,3,82,1,5,41,44,32,56,81,,50,,32,90,89,14,25,43,17,63,41,37,72,4,53,,65,,99,,99,,84,77,40,65,,46,
0,2,56,96,24,86,15,45,48,100,55,100,52,67,36,98,34,,86,,74,22,1,56,75,48,70,34,72,100,9,9,,57,2,,95,80,67,
1,3,40,10,13,33,24,14,36,68,15,19,4,89,35,70,54,36,76,26,66,67,27,18,65,6,50,44,,72,,1,47,58,85,32,6,,72,35
0,1,62,81,24,89,57,29,78,73,21,73,45,38,25,14,29,,56,15,11,96,24,88,100,27,69,38,73,92,,50,,49,26,49,70,,19,
1,3,,4,53,10,,11,55,96,76,77,61,63,,,68,,19,,62,42,47,38,58,48,52,27,58,6,,19,88,24,60,,31,,92,
0,3,46,100,,98,53,25,,12,,89,,1,29,40,85,,36,,86,,68,90,,64,,51,38,48,,75,9,70,48,62,59,,27,
0,1,71,68,60,16,50,3,71,5,48,27,26,34,81,40,76,9,27,57,37,13,41,93,86,46,,53,,11,,37,93,34,23,,55,,34,
0,3,90,30,52,98,14,21,52,37,80,88,47,2,98,54,65,,59,72,37,88,91,19,63,96,15,2,17,7,,25,,89,4,,39,,59,
0,2,24,16,62,15,99,93,49,59,74,5,90,27,19,100,66,,28,18,55,60,18,31,,87,51,31,64,93,,70,36,71,86,92,19,,77,
1,3,83,41,96,37,65,63,33,77,82,33,85,76,48,60,13,,93,51,4,20,24,69,16,89,53,23,58,54,29,47,,49,20,,68,91,17,8
0,1,6,14,,28,76,43,,82,50,60,90,41,98,32,7,37,92,,15,,77,42,55,15,,74,,89,,1,10,71,66,46,30,,45,
0,4,43,56,29,64,94,49,98,39,,18,,33,33,77,80,,84,21,35,40,34,83,,56,,71,,2,,48,100,85,14,46,53,,61,
0,3,58,80,7,35,70,12,54,84,47,33,95,16,77,96,54,8,8,,62,100,50,11,93,88,82,83,38,54,,95,,28,93,23,96,,51,
0,2,,24,70,57,,59,72,41,24,29,51,61,,,19,98,62,,14,54,89,63,,42,76,10,58,50,,99,,20,85,27,15,,52,
0,1,10,3,100,8,41,99,48,92,50,95,26,9,13,66,13,,77,99,48,98,22,52,62,30,40,20,97,27,78,67,35,67,61,30,34,47,81,
0,2,45,44,39,39,60,4,47,7,75,34,71,54,33,72,52,,3,,6,94,9,73,42,83,85,46,41,62,,99,,59,41,16,13,,39,
1,1,,21,56,40,,74,30,41,49,74,9,57,,,16,,88,,51,57,1,91,,57,37,81,74,29,,5,18,30,3,,96,,41,
0,3,81,60,94,35,16,64,12,18,94,23,23,42,26,78,23,,79,,1,37,65,48,,46,100,65,52,81,96,62,,84,99,34,19,71,36,
0,3,9,10,95,26,69,33,45,20,68,62,48,52,44,95,10,,70,80,54,91,51,52,32,99,,43,40,39,,67,50,15,23,2,60,,45,
1,3,26,20,13,1,57,53,50,12,,87,,62,72,19,44,89,53,,83,19,77,83,58,51,7,55,3,30,,5,,60,5,,97,,23,
1,1,15,54,30,34,53,55,35,66,66,75,44,53,35,6,8,,26,,40,87,75,54,7,3,17,17,43,8,,87,45,94,54,,5,,28,77
1,1,19,9,58,61,81,7,67,20,68,15,41,31,77,55,16,,22,85,33,47,78,67,,80,62,18,,65,,21,,71,42,,32,,76,
1,2,55,18,11,13,36,66,91,62,42,54,9,14,80,68,98,,33,,68,75,91,36,9,47,,56,42,100,48,37,,37,91,65,64,50,20,40
1,1,98,86,28,59,42,54,64,89,77,21,10,36,36,19,75,60,51,29,93,47,54,47,80,80,36,99,93,17,,36,,57,62,25,39,,1,
1,1,97,44,13,31,40,61,100,37,95,85,69,17,88,20,69,,24,,33,22,25,26,18,44,62,16,23,50,,86,,23,74,18,61,,28,
1,2,53,60,57,20,38,54,57,31,75,29,79,77,42,37,74,,40,,32,32,79,60,77,13,,7,,33,,15,,81,63,70,98,,81,
1,1,18,17,,46,92,28,,69,72,40,22,27,26,35,33,1,2,48,47,,81,60,19,21,,92,100,77,,68,,97,2,15,21,,40,
0,4,87,36,97,17,87,57,95,32,83,37,38,19,22,29,39,65,57,,83,81,44,68,100,17,,12,26,90,,42,9,73,80,84,96,,52,
0,2,21,60,98,87,30,52,55,17,64,91,22,78,45,33,89,,36,56,74,38,18,92,,37,92,29,8,39,,83,,13,9,,84,,69,74
1,3,89,90,,62,13,74,,82,,66,,88,23,69,27,5,33,32,29,,21,45,45,53,85,63,45,97,,27,84,76,60,,90,,32,
0,1,8,1,65,82,57,76,93,83,54,76,86,30,36,27,19,,90,80,47,58,29,64,,87,96,86,,76,,64,83,24,47,,20,,4,
1,2,12,4,16,18,76,99,55,37,75,46,86,74,89,92,87,,10,,12,29,99,96,82,72,,79,49,62,,32,,95,51,45,36,,41,
1,3,16,,,79,14,34,,10,,94,,24,12,34,40,,79,17,60,,42,49,,30,,32,,24,84,44,,82,10,2,42,60,37,
1,4,11,,66,62,66,38,66,53,,17,,90,35,82,76,,72,70,26,36,96,89,,84,,68,58,74,76,91,,98,8,,4,50,90,
0,3,36,65,53,15,23,69,56,63,40,10,57,25,47,5,42,,99,7,95,80,79,6,33,68,20,18,15,96,,87,,37,91,,43,,34,
1,4,,59,57,18,,50,59,88,46,44,70,98,,,8,15,84,44,55,32,44,6,,75,67,12,15,68,77,58,,44,3,80,48,45,11,
1,2,95,2,43,55,72,60,17,73,8,60,4,4,6,62,21,,13,,95,63,99,50,95,60,,68,18,98,,20,82,97,13,,51,,97,13
1,4,11,29,,60,23,20,,30,10,71,36,33,16,27,70,,59,,4,,43,5,48,52,26,60,,20,17,89,,24,8,,61,40,56,80
0,3,86,12,37,47,81,34,94,43,,55,,76,41,98,20,,10,,80,54,50,34,68,78,8,26,,48,,89,79,26,11,,4,,61,
0,1,2,11,9,74,94,56,78,38,14,12,74,10,35,82,81,,16,,95,90,26,32,80,71,46,27,,92,,44,100,49,60,,87,,84,
1,1,30,75,14,12,5,20,32,96,33,43,22,42,8,62,8,,79,,1,2,30,30,12,17,34,82,99,2,,17,,97,3,,97,,24,
1,2,33,18,19,5,69,8,46,25,,68,,52,92,19,4,,87,74,69,53,86,86,74,5,38,70,,81,,70,90,73,21,,36,,79,
0,3,64,99,7,43,1,30,58,85,13,35,99,57,71,50,90,18,94,,74,80,72,51,3,61,,5,,35,,96,,53,45,,24,,9,
0,3,12,59,93,86,91,51,61,98,18,65,9,32,24,71,96,12,78,44,30,73,94,38,26,86,84,98,40,14,,60,,20,71,59,38,,74,36
1,3,1,42,20,94,30,22,37,83,68,83,43,53,57,11,65,,98,,100,99,76,60,11,97,3,93,42,8,,34,,20,14,,90,,91,
1,1,24,,,73,38,74,,95,6,100,38,40,63,82,46,,38,,91,,58,83,,24,72,91,,3,,51,,80,49,55,38,,83,
1,1,31,66,34,80,11,63,62,35,93,2,9,1,11,53,83,,11,,17,26,10,31,28,37,,97,89,45,28,56,,75,11,45,83,7,94,
1,1,31,42,33,64,85,8,22,60,89,65,78,47,16,79,51,,30,,17,47,73,85,84,38,4,48,,20,,79,86,90,58,10,86,,100,
1,4,24,83,71,71,63,3,90,3,77,93,94,5,19,64,2,,99,,53,14,49,86,57,91,55,74,85,69,,61,86,8,94,58,9,,83,36
1,4,55,51,,54,22,8,,64,36,95,4,27,70,49,4,,2,,81,,38,70,,75,21,35,57,39,,70,,84,39,,16,,77,
1,1,35,91,65,24,60,96,61,73,35,29,68,96,65,42,41,55,2,18,63,81,25,9,50,91,,33,,1,45,22,29,12,37,,97,31,41,
0,3,20,14,28,14,2,31,78,46,49,79,52,81,65,97,27,,17,,63,70,15,91,61,98,58,45,,61,99,66,,40,87,,12,3,32,
0,3,25,86,,27,79,63,,7,30,61,99,2,39,99,61,57,78,,100,,64,4,,69,,78,,66,,100,56,34,46,24,74,,9,
0,4,,70,,66,,83,,10,,91,,3,,,29,,7,27,14,,91,10,1,53,,69,43,52,,59,,76,55,,9,,52,
1,1,70,59,14,13,86,55,40,77,23,77,24,29,28,56,9,,87,,88,23,48,99,40,45,10,19,,9,,39,1,7,3,,20,,83,
0,4,78,31,18,18,28,59,74,93,51,43,28,11,78,75,82,,70,,13,22,35,12,37,26,46,82,20,33,,36,,43,39,,90,,55,
0,2,85,70,94,44,25,95,87,17,53,63,15,59,36,59,32,,71,13,2,62,5,12,,17,16,77,20,74,,99,,55,17,20,82,,96,
1,1,80,,93,72,86,70,3,55,,86,,91,39,16,96,27,31,,70,28,5,47,,75,,52,99,77,,61,98,7,96,28,91,,77,23
1,1,94,84,66,92,81,58,9,53,4,97,35,70,3,47,31,12,75,,88,93,35,75,,93,,52,38,39,,2,,9,44,,44,,53,
0,2,75,68,17,82,96,84,99,97,82,45,62,23,36,79,19,15,15,,47,22,27,44,,29,8,79,22,65,53,54,67,74,30,,55,60,25,
1,4,8,18,55,45,72,47,51,72,87,10,63,26,92,32,72,,59,98,94,95,39,32,,79,45,100,1,56,,20,,3,76,,44,,77,
0,4,57,69,,12,39,33,,18,,57,,54,73,30,100,55,75,77,55,,45,50,55,20,22,30,63,34,,16,,96,32,,17,,52,
0,4,70,58,11,18,77,66,65,73,14,5,14,65,100,41,81,,99,7,83,72,67,9,7,44,31,41,,67,,31,,98,37,,15,,17,86
1,2,100,63,,14,47,12,,62,85,62,16,54,19,93,1,54,81,,76,,90,15,,13,41,68,,61,,66,,17,17,56,58,,6,
1,1,,71,2,19,,67,10,69,34,53,1,9,,,77,,4,,36,64,69,72,,98,74,85,85,18,43,97,,20,77,,100,21,89,
1,2,69,13,57,22,2,28,44,76,,67,,3,92,86,76,,78,28,56,84,69,75,55,53,65,73,66,76,,100,,29,83,32,4,,50,
1,4,37,75,44,38,6,1,19,65,17,31,91,72,82,80,6,,89,83,99,90,58,44,,29,13,97,,28,,43,,2,7,83,76,,89,
1,2,,72,3,96,,27,38,72,84,69,97,27,,,94,,15,42,91,100,21,14,54,62,48,47,,99,,9,7,54,71,83,96,,27,
1,4,71,20,44,45,78,49,52,80,11,9,65,66,16,16,36,95,75,,76,34,77,64,39,51,1,50,43,3,,70,,82,26,,4,,60,
0,1,65,62,,72,93,42,,43,63,20,97,98,19,4,37,,55,,74,,80,61,34,60,,39,81,59,,75,81,97,68,19,97,,38,
1,4,85,26,,14,1,42,,2,23,80,13,47,47,7,83,,83,,12,,46,90,92,76,,14,74,65,64,70,59,18,38,,28,20,26,
1,2,59,8,,48,47,64,,21,78,30,17,45,83,63,31,,64,46,69,,79,51,49,70,,42,43,18,,51,,37,26,4,6,,81,87
1,3,82,,85,37,97,43,48,77,,100,,89,46,29,14,,31,,23,81,47,100,87,29,,62,,74,15,39,55,20,2,70,79,89,82,
0,1,21,92,28,45,46,57,97,30,,65,,37,66,73,1,7,33,,99,23,48,94,72,50,,46,46,15,,3,,2,48,,17,,13,
1,2,13,7,37,14,53,49,2,49,74,6,59,72,21,18,64,,7,,66,13,96,30,1,84,4,40,77,35,,68,16,77,78,,60,,83,
1,2,32,90,97,52,84,8,32,66,22,20,27,38,66,18,100,,16,,30,19,72,55,,63,71,23,23,31,,40,40,73,27,,14,,90,
1,1,17,86,,39,63,21,,56,,85,,15,98,42,97,,62,,61,,87,74,81,58,,59,32,64,,29,,31,29,62,88,,39,
1,3,75,25,17,16,74,2,74,66,41,95,98,17,100,93,48,,74,,87,44,74,68,35,15,44,26,58,98,,63,,47,86,94,73,,8,
0,3,37,33,74,99,1,62,79,30,9,35,100,52,67,80,89,,3,25,41,76,55,57,5,51,47,42,70,93,,63,,68,45,,69,,19,
1,4,56,42,46,66,62,79,90,31,72,69,20,64,56,80,28,,20,9,63,93,51,4,9,45,77,51,46,56,21,9,1,32,89,,52,42,81,28
1,3,89,22,52,17,88,89,44,92,47,91,95,52,49,11,15,,11,,82,84,33,18,16,14,40,74,,80,,52,,9,62,,26,,51,
1,4,23,8,78,58,69,51,25,32,4,41,51,28,60,47,23,,6,40,96,41,22,19,66,1,50,75,62,15,,95,58,19,7,,61,,37,
1,4,21,3,9,13,47,57,14,33,75,62,83,34,51,80,75,42,39,,29,25,29,40,49,23,93,19,24,40,,86,,71,28,,2,,74,
0,1,53,,46,63,46,52,82,92,44,57,99,80,40,75,31,,79,,15,68,80,19,77,50,,7,85,29,67,28,,89,43,,46,93,91,
1,4,55,31,30,96,44,24,89,17,12,4,28,78,36,16,92,83,16,,4,69,38,64,82,26,12,31,58,8,,77,,88,12,12,45,,24,19
0,3,78,50,56,7,36,98,54,62,78,59,69,99,52,98,52,,56,93,34,54,38,54,,77,12,27,18,88,,35,,59,29,,83,,60,
0,1,,11,,44,,27,,90,,37,,91,,,97,,55,,63,,11,61,59,3,10,86,,81,,51,49,1,6,7,9,,29,
1,4,69,,45,24,35,71,67,92,89,87,97,7,46,89,1,,42,,100,7,93,78,12,10,,17,75,48,38,97,61,32,44,,92,86,63,
1,4,9,31,56,27,21,35,67,39,68,33,75,24,18,28,58,,21,19,20,28,94,41,97,89,,4,99,3,,12,,14,85,,51,,77,23
0,4,51,62,1,9,56,95,62,41,57,91,20,65,22,23,94,54,89,,82,86,54,47,17,100,58,25,34,52,,28,,10,70,,28,,50,37
1,2,,39,26,23,,37,24,96,1,37,29,93,,,30,,89,,46,7,64,1,98,2,59,18,,4,,96,,97,41,85,52,,80,
1,3,,88,22,24,,11,91,82,14,87,19,96,,,94,,58,,80,47,45,97,80,14,65,23,49,38,,55,97,70,86,,43,,60,
0,1,,19,44,58,,9,36,18,46,73,63,44,,,34,,12,,9,24,53,65,34,40,4,21,56,30,,10,,36,83,31,65,,47,
1,3,82,59,9,23,96,89,54,40,60,34,22,91,19,55,54,,4,,89,59,72,41,97,43,15,33,,99,,72,11,94,42,,8,,43,
1,4,67,56,37,95,99,10,76,76,,18,,93,22,70,63,,75,48,69,82,60,70,,88,,40,63,82,,93,19,88,9,45,53,,79,
1,3,,42,60,74,,92,32,36,72,90,39,37,,,85,,71,31,1,3,64,9,24,41,,43,97,82,,99,,14,84,76,19,,88,
0,3,30,29,92,66,57,63,52,3,24,100,12,72,94,80,89,,45,,69,23,31,87,38,64,59,68,,77,55,67,,3,54,,60,24,44,
0,3,85,11,80,53,43,13,95,91,,96,,36,49,39,51,96,33,,50,65,85,27,30,51,100,17,73,59,,23,,4,64,,17,,27,
0,1,,79,8,30,,29,28,4,26,54,100,25,,,83,94,30,,43,13,46,11,87,87,37,85,12,81,,51,,34,10,,29,,18,
1,4,50,26,21,62,38,81,66,58,,62,,100,63,41,16,,55,,69,20,8,72,91,3,75,27,80,53,,3,,82,76,27,36,,33,
1,3,53,44,45,91,88,97,11,8,95,52,4,43,8,91,58,,10,,74,87,58,7,,34,9,73,,55,,96,5,82,42,,84,,95,
0,2,19,,82,12,31,4,36,44,76,93,72,59,39,62,30,,38,,35,39,52,9,78,1,,92,54,93,,10,,26,84,46,1,,22,
0,1,34,75,36,13,12,48,43,57,24,63,91,33,16,26,59,67,84,17,33,9,65,42,54,54,91,83,98,37,,81,60,16,45,5,61,,96,
1,3,2,37,99,81,23,77,9,11,,8,,81,33,55,81,,42,,72,98,3,28,61,46,,32,21,79,23,74,,82,2,45,46,95,5,
0,4,60,83,73,32,85,74,51,72,42,27,89,51,37,37,5,,79,15,89,19,5,40,16,59,17,28,5,80,,76,,42,4,91,78,,18,
1,4,63,84,80,86,59,9,46,60,88,9,56,99,33,33,24,,90,,46,72,18,74,76,84,65,75,,3,,57,,9,15,80,63,,3,
1,1,51,93,57,39,20,57,47,42,,37,,36,70,60,2,,91,,23,94,16,35,68,19,,12,92,52,,76,,90,33,58,31,,66,
1,4,48,56,71,93,36,5,66,47,97,8,8,34,75,83,29,,63,51,98,90,94,13,19,96,,27,55,71,52,96,,62,64,,82,76,17,46
1,3,40,92,43,43,77,25,39,13,20,71,33,22,18,67,55,82,78,89,67,69,29,17,94,77,,73,73,80,,2,,28,87,,31,,86,
0,1,58,21,46,58,29,70,38,76,,32,,4,64,75,28,,37,,28,17,98,71,66,50,,84,,60,,26,,44,41,3,80,,11,
1,4,84,66,42,69,6,87,96,49,26,11,88,22,49,70,47,,74,,64,41,57,97,,1,65,1,3,14,,52,,67,90,,89,,69,
1,3,35,17,11,17,54,41,23,32,65,21,58,82,15,4,15,,88,,86,8,52,11,5,46,17,92,,61,46,89,,4,38,,29,11,73,
0,1,41,88,85,42,33,15,66,36,43,69,19,5,87,34,53,,14,71,58,70,41,3,1,10,70,80,81,52,,14,,91,51,18,22,,5,
0,3,23,,36,39,75,95,82,93,,48,,31,66,52,59,,46,,20,37,26,51,83,41,,4,,56,,56,,33,44,,99,,65,50
1,1,8,35,,8,20,29,,97,,71,,36,85,6,54,,14,,60,,12,75,53,73,25,86,67,9,50,47,,7,63,13,77,83,44,
0,1,1,,,35,4,46,,62,15,96,79,69,18,97,27,,2,,82,,70,54,87,58,,28,,77,,46,,15,65,14,74,,26,
1,2,44,57,28,78,46,79,99,18,,52,,1,16,35,46,,24,,35,31,77,36,57,20,,19,65,79,,14,,63,3,,26,,50,
0,4,84,79,31,54,19,77,87,66,38,13,28,25,33,81,52,,68,76,58,60,1,37,100,24,,13,36,11,,33,,10,67,,92,,84,
1,4,86,7,52,95,30,69,6,13,20,40,76,34,83,62,72,,52,77,88,57,63,36,48,67,72,45,26,13,,95,51,82,84,,2,,17,
0,4,42,5,,14,43,13,,3,,41,,58,51,91,36,,38,,94,,95,85,23,49,,54,,18,,16,,30,51,33,21,,63,
0,1,6,23,23,34,15,48,13,72,89,89,96,64,78,44,39,,33,,90,92,19,45,92,17,,20,,43,,19,31,98,89,,83,,22,
1,1,46,92,59,75,69,59,7,66,40,68,63,98,81,75,55,,40,,65,91,88,96,89,10,63,50,,30,,26,,73,7,82,90,,2,69
0,4,,83,75,79,,79,61,29,,21,,89,,,37,,6,,50,29,86,70,80,17,,68,,63,,97,,32,57,,77,,57,90
0,2,58,18,,11,31,21,,70,81,65,57,69,13,63,5,,18,19,95,,48,4,,40,50,85,,99,,51,,60,70,,13,,12,
0,2,92,16,79,93,69,77,29,15,24,88,48,84,53,43,77,,33,1,46,72,2,14,27,76,77,85,30,65,,17,88,89,88,26,25,,99,
1,2,71,3,94,80,97,78,39,67,12,16,12,73,81,95,72,,27,88,35,47,32,54,9,67,1,58,48,92,,46,,25,58,,30,,77,
0,4,,13,65,96,,87,91,97,36,86,73,71,,,86,28,68,75,43,70,56,49,,75,41,67,24,1,7,60,82,100,22,35,32,97,90,
0,2,76,36,51,80,54,15,24,1,68,56,42,91,90,76,27,,47,55,70,85,66,24,89,21,,42,,73,,4,,1,3,99,72,,99,
0,1,63,84,,100,36,59,,24,49,58,39,21,70,78,98,,57,,93,,19,100,50,70,91,90,,47,,35,,76,59,,59,,85,
0,4,78,76,,48,83,76,,12,88,10,23,70,37,14,80,,36,,46,,63,18,15,22,34,92,,22,,75,,89,38,,23,,38,
0,2,95,33,,64,82,58,,26,80,68,1,30,24,21,76,,45,,9,,10,42,49,17,95,37,78,57,,7,,6,33,,1,,10,
0,2,98,9,2,74,42,15,10,68,53,23,95,52,98,89,36,,90,,61,82,13,58,81,70,,5,,82,,1,,80,16,,20,,43,
0,4,63,74,71,60,29,24,57,98,94,59,31,55,96,94,50,,35,54,69,21,45,48,,22,10,45,54,62,,5,,84,21,,37,,68,
1,4,83,65,26,86,85,65,74,96,,98,,93,23,34,37,93,80,44,20,32,19,29,87,77,40,39,89,48,,60,,76,82,,81,,42,
0,2,6,44,,30,30,18,,77,65,50,51,42,76,40,89,,3,78,43,,42,16,27,68,43,14,24,32,,58,,83,81,45,86,,15,
1,3,,9,30,67,,54,79,83,96,44,83,15,,,11,29,18,,21,50,34,94,89,73,,9,,70,,64,,19,55,55,59,,98,
1,3,95,14,27,70,42,71,53,32,20,77,3,87,33,35,42,,10,,27,65,10,29,98,89,,31,82,31,,14,,85,48,3,11,,25,
0,1,49,7,21,73,51,47,42,92,40,53,37,7,35,7,1,,84,,46,22,35,96,98,38,,54,,32,,45,18,58,93,,92,,33,
1,2,37,80,7,59,53,36,73,94,20,4,5,79,51,4,44,,51,81,24,89,16,96,77,45,90,27,,77,,80,,69,66,,42,,68,
1,2,3,5,6,65,33,62,30,90,8,56,30,26,24,75,30,,65,,43,8,14,45,,73,84,34,,21,,16,,83,87,,4,,96,
1,2,77,59,,3,94,35,,21,45,40,33,83,12,14,16,,52,68,51,,84,76,63,4,,83,,99,,73,,68,8,,66,,94,31
1,4,69,93,50,23,44,25,45,39,92,48,9,13,46,48,76,,84,92,9,29,27,77,82,12,42,78,50,98,,50,,58,31,77,72,,20,96
1,3,32,17,53,15,88,62,98,76,31,54,12,60,25,76,8,,54,89,49,74,10,5,6,67,2,61,,29,,9,93,85,93,91,40,,70,
1,1,,90,31,43,,6,61,95,7,40,6,62,,,81,,80,,37,45,35,58,29,81,,66,13,21,,72,,60,17,,14,,46,
1,4,23,11,88,54,7,85,30,12,,4,,88,38,32,42,,31,,77,8,80,17,14,80,64,95,,99,79,100,,51,73,65,98,57,6,53
1,2,46,27,,73,32,87,,37,83,21,99,84,35,43,45,95,56,,97,,98,98,1,20,37,70,91,25,,83,,34,84,,84,,53,
1,2,66,3,,19,17,10,,70,,1,,27,98,83,16,,16,,75,,58,93,82,82,35,61,94,63,,75,,62,79,7,32,,54,
0,1,25,53,,19,12,100,,36,85,61,84,99,47,70,3,,10,18,78,,2,58,96,32,60,50,8,87,,61,83,87,89,82,31,,18,
0,1,92,19,81,98,94,59,20,32,56,48,10,3,27,44,58,,18,,2,57,71,31,,12,,36,,39,66,32,,13,95,29,83,29,46,
1,2,6,47,8,81,7,29,92,14,15,5,19,18,81,46,96,,32,24,73,42,76,28,22,34,,23,67,37,,43,58,25,41,,79,,43,
1,4,94,16,27,77,90,10,56,83,78,60,70,27,45,96,14,,90,55,72,37,58,10,,18,7,66,56,28,,32,,46,98,,5,,77,
0,3,69,27,99,44,33,44,37,70,71,61,62,97,44,8,79,,90,,75,61,38,49,51,34,76,48,,54,45,53,,35,20,99,18,46,52,
0,1,75,29,69,5,54,75,35,51,82,97,27,33,70,77,84,53,96,20,56,52,30,56,48,81,49,43,,83,,28,,18,55,,14,,15,
0,2,47,,34,76,13,48,73,26,83,11,78,62,40,15,78,,38,46,63,53,25,24,46,96,67,32,,84,,92,,88,56,1,78,,15,
0,1,75,61,68,85,39,73,4,20,44,41,65,5,57,14,22,46,87,,29,98,32,46,,43,86,82,4,55,,29,,19,10,,54,,33,
1,4,56,,21,35,79,64,42,29,11,91,77,81,79,72,66,,61,,99,49,98,76,3,69,,80,61,6,,17,16,45,91,,11,,66,
0,3,48,100,,62,77,74,,80,14,42,36,17,79,79,82,,24,,20,,55,19,60,43,52,70,41,91,,87,,88,82,4,62,,21,
1,2,82,14,77,55,26,29,5,42,,1,,49,47,33,49,,98,90,2,10,12,51,77,10,,18,,52,,53,,53,80,27,89,,49,
1,1,46,37,93,58,17,88,81,44,43,4,21,94,16,88,18,,76,,92,34,80,47,61,67,,55,,97,,68,,84,14,,46,,59,2
1,4,98,97,33,19,80,18,51,1,55,87,90,19,72,15,90,,69,63,50,43,37,75,,65,90,83,9,4,,18,26,83,34,14,69,,85,
0,2,20,45,,85,44,94,,86,42,54,25,11,98,39,83,68,49,,55,,24,66,19,34,19,18,35,42,,18,100,6,85,,8,,62,
0,1,52,60,1,72,52,62,35,23,85,39,21,90,69,28,38,,4,,1,12,94,33,51,88,44,17,34,55,,73,,78,85,,42,,77,
0,1,52,81,86,95,82,78,67,58,14,21,59,80,35,74,71,94,100,,87,90,76,71,73,66,87,82,,87,,83,85,6,90,,78,,13,
1,4,6,55,29,54,39,18,56,53,75,57,42,90,90,70,94,8,92,,20,74,5,98,75,24,32,57,52,38,,24,,14,48,,61,,77,
0,1,25,54,,62,58,89,,43,56,16,87,91,94,41,38,,41,,32,,15,29,17,82,97,76,31,72,1,36,,60,58,80,80,55,12,
0,3,77,53,94,89,88,33,52,86,83,1,62,71,66,84,89,78,18,,32,10,31,48,96,15,93,74,64,96,,51,,88,53,90,75,,54,20
0,3,77,30,49,47,60,61,3,24,53,50,77,77,45,43,24,,5,49,11,89,83,20,62,71,32,4,46,53,,79,91,7,91,,85,,10,
1,2,,26,44,40,,70,63,19,80,34,96,10,,,70,,45,,93,51,9,75,67,99,48,74,,34,,100,,11,5,,16,,53,
1,2,81,9,,55,4,91,,33,33,14,40,13,77,91,35,,2,100,86,,46,56,68,56,100,79,56,69,,40,,56,24,5,46,,9,
0,2,85,21,,54,45,88,,64,,43,,69,11,72,59,,52,,31,,81,33,49,37,40,41,42,57,,11,50,20,16,95,16,,33,
1,3,17,29,90,65,59,35,55,91,38,45,38,57,71,66,4,,58,90,24,32,73,70,96,48,,64,77,63,,29,,85,90,,49,,78,
